               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.043372,            0.062788,           0.0066399,             0.60645,              0.4919,             0.49327,             0.20182,            0.048795,             0.02493,           0.0075699,            0.004786,            0.004786,            0.004786
                 160,            0.042993,            0.064877,           0.0066129,             0.58238,             0.46211,             0.44881,             0.18879,            0.048993,              0.0247,           0.0089403,            0.004753,            0.004753,            0.004753
                 161,            0.042802,            0.063241,           0.0067643,             0.52743,             0.43195,             0.44477,             0.18715,            0.048551,            0.025554,           0.0081734,             0.00472,             0.00472,             0.00472
                 162,            0.042993,            0.062683,           0.0068366,             0.50038,             0.48207,             0.44277,             0.17648,            0.048724,            0.025249,           0.0088494,            0.004687,            0.004687,            0.004687
                 163,            0.043492,            0.066099,           0.0069898,             0.73081,             0.45926,             0.49672,              0.1995,            0.048809,             0.02491,            0.008307,            0.004654,            0.004654,            0.004654
                 164,            0.043527,            0.062374,           0.0064845,             0.51543,             0.53517,             0.48452,              0.1998,            0.048034,            0.025358,           0.0081816,            0.004621,            0.004621,            0.004621
                 165,            0.042661,            0.061419,           0.0061211,             0.55241,             0.51331,             0.48046,             0.20976,            0.047549,            0.024929,           0.0082304,            0.004588,            0.004588,            0.004588
                 166,            0.042479,            0.063418,            0.006651,             0.68297,             0.48688,             0.49697,             0.19935,            0.047532,            0.024586,            0.007844,            0.004555,            0.004555,            0.004555
                 167,            0.043056,            0.063391,           0.0066757,             0.62138,             0.47055,             0.48207,             0.19746,            0.047924,            0.025148,            0.007354,            0.004522,            0.004522,            0.004522
                 168,            0.043435,            0.062893,           0.0068775,              0.6372,             0.50499,             0.52751,             0.19785,            0.048052,            0.025576,            0.007437,            0.004489,            0.004489,            0.004489
                 169,            0.042486,              0.0617,           0.0062728,             0.52689,             0.48662,             0.49247,             0.19294,            0.047604,            0.025473,           0.0071877,            0.004456,            0.004456,            0.004456
                 170,            0.042841,            0.062785,           0.0066492,             0.59152,             0.53341,             0.51221,             0.20181,            0.047055,            0.025058,            0.007459,            0.004423,            0.004423,            0.004423
                 171,            0.042917,             0.06076,           0.0073804,             0.65864,             0.48165,             0.51347,             0.20953,            0.047982,            0.025141,           0.0078117,             0.00439,             0.00439,             0.00439
                 172,            0.042476,            0.060217,           0.0071792,             0.58762,             0.44659,             0.47304,              0.2049,             0.04714,            0.024925,           0.0073094,            0.004357,            0.004357,            0.004357
                 173,            0.042599,            0.063638,           0.0064169,             0.52726,             0.45011,             0.44357,              0.2012,            0.047878,            0.024355,           0.0071994,            0.004324,            0.004324,            0.004324
                 174,             0.04242,            0.063041,           0.0062814,             0.70009,             0.45929,             0.50167,             0.19873,            0.047945,             0.02462,           0.0069463,            0.004291,            0.004291,            0.004291
                 175,            0.043267,            0.063899,           0.0065554,             0.71188,             0.52079,               0.527,             0.20583,             0.04851,            0.024564,           0.0073959,            0.004258,            0.004258,            0.004258
                 176,            0.042528,            0.065568,           0.0059729,             0.57451,             0.49726,             0.51376,             0.20103,            0.048065,            0.024918,           0.0072108,            0.004225,            0.004225,            0.004225
                 177,            0.041792,            0.061132,           0.0062385,             0.68057,             0.48513,             0.53354,             0.22114,             0.04766,             0.02472,           0.0063426,            0.004192,            0.004192,            0.004192
                 178,            0.041908,            0.062155,           0.0058615,             0.62214,             0.51196,             0.52337,             0.22019,            0.048124,            0.024436,           0.0080041,            0.004159,            0.004159,            0.004159
                 179,            0.042359,            0.062376,           0.0062216,             0.51971,             0.57729,             0.52864,             0.21374,            0.046844,            0.024578,           0.0072152,            0.004126,            0.004126,            0.004126
                 180,            0.042301,            0.062742,           0.0064217,              0.5817,             0.52202,             0.52421,             0.22139,            0.046568,            0.024934,           0.0073775,            0.004093,            0.004093,            0.004093
                 181,            0.042065,            0.063086,           0.0061411,             0.66093,             0.40365,             0.47314,             0.20634,            0.047704,            0.025041,           0.0075253,             0.00406,             0.00406,             0.00406
                 182,            0.042175,            0.064142,           0.0062747,             0.67041,             0.46662,             0.52104,              0.2172,            0.046776,            0.024918,           0.0071402,            0.004027,            0.004027,            0.004027
                 183,            0.042163,            0.060246,            0.006336,             0.51596,             0.49855,             0.49301,             0.21161,            0.046553,            0.025242,           0.0069115,            0.003994,            0.003994,            0.003994
                 184,             0.04223,            0.065634,           0.0059601,             0.72754,             0.44271,             0.52515,             0.21151,            0.046545,            0.024798,           0.0065128,            0.003961,            0.003961,            0.003961
                 185,            0.043002,            0.062603,           0.0057028,             0.67091,             0.48947,             0.53591,               0.216,             0.04675,            0.024404,           0.0071469,            0.003928,            0.003928,            0.003928
                 186,            0.042193,            0.063043,           0.0057218,             0.76094,             0.50203,             0.55306,             0.23238,            0.046225,            0.024189,           0.0067561,            0.003895,            0.003895,            0.003895
                 187,            0.041848,            0.063774,           0.0060154,             0.72509,             0.48618,             0.52006,             0.22843,            0.046638,            0.024565,           0.0081754,            0.003862,            0.003862,            0.003862
                 188,            0.042183,             0.06384,           0.0063779,             0.63817,               0.439,             0.49295,             0.21778,            0.046845,            0.025025,           0.0067817,            0.003829,            0.003829,            0.003829
                 189,            0.042051,            0.062928,           0.0058336,             0.60766,             0.50151,             0.54133,             0.21497,            0.046377,            0.024962,           0.0066085,            0.003796,            0.003796,            0.003796
                 190,            0.042116,             0.06099,           0.0060874,             0.54458,             0.52578,              0.5189,             0.21923,            0.046731,            0.025368,           0.0065603,            0.003763,            0.003763,            0.003763
                 191,            0.041804,            0.059928,           0.0059835,             0.57207,             0.54791,             0.52875,             0.21311,            0.046331,            0.024783,           0.0062688,             0.00373,             0.00373,             0.00373
                 192,            0.041908,            0.062083,           0.0054921,             0.53152,             0.54062,             0.52239,             0.21162,            0.046638,            0.025195,           0.0060801,            0.003697,            0.003697,            0.003697
                 193,            0.041857,            0.061463,           0.0062582,             0.67489,              0.4174,              0.4993,             0.22139,            0.045982,            0.025092,           0.0066185,            0.003664,            0.003664,            0.003664
                 194,            0.041493,            0.059596,           0.0062396,             0.57931,             0.42753,             0.49129,             0.22261,            0.045834,            0.025327,           0.0070346,            0.003631,            0.003631,            0.003631
                 195,            0.042052,             0.06405,           0.0065593,             0.60355,             0.47744,             0.50347,             0.21603,             0.04626,            0.025057,           0.0073969,            0.003598,            0.003598,            0.003598
                 196,            0.041697,             0.06217,           0.0059859,             0.74215,             0.43578,             0.50332,             0.20937,            0.046863,            0.025127,           0.0070205,            0.003565,            0.003565,            0.003565
                 197,            0.042078,            0.061437,           0.0062159,             0.65586,             0.43447,             0.46443,             0.20472,            0.047068,             0.02461,           0.0091078,            0.003532,            0.003532,            0.003532
                 198,            0.042115,            0.063441,           0.0058123,             0.69443,             0.49922,             0.50559,             0.20535,            0.047317,             0.02482,             0.00773,            0.003499,            0.003499,            0.003499
                 199,            0.041856,             0.06101,           0.0058763,              0.5805,             0.48798,             0.48069,             0.22267,            0.046379,            0.025064,           0.0070273,            0.003466,            0.003466,            0.003466
                 200,            0.041019,            0.063123,           0.0051941,             0.83046,              0.4624,             0.50647,             0.20846,            0.047064,             0.02516,            0.006946,            0.003433,            0.003433,            0.003433
                 201,            0.042005,             0.06309,           0.0061266,             0.65641,             0.46456,             0.51552,             0.20378,            0.047312,            0.024922,           0.0062602,              0.0034,              0.0034,              0.0034
                 202,            0.041439,            0.063688,           0.0058717,             0.70651,             0.46334,             0.49627,             0.20895,            0.047125,             0.02542,           0.0071973,            0.003367,            0.003367,            0.003367
                 203,            0.041746,            0.060542,            0.005401,             0.71098,             0.44618,             0.49053,             0.21366,            0.046797,            0.024792,           0.0074001,            0.003334,            0.003334,            0.003334
                 204,            0.041485,            0.062364,           0.0059186,             0.73466,             0.44031,             0.52183,             0.21184,            0.047241,            0.024984,           0.0063555,            0.003301,            0.003301,            0.003301
                 205,            0.041306,            0.061576,           0.0054302,             0.70695,             0.45029,             0.51735,             0.22127,            0.046855,             0.02479,           0.0065274,            0.003268,            0.003268,            0.003268
                 206,            0.041595,            0.061163,           0.0055611,             0.68702,             0.48919,             0.54122,             0.22885,            0.046578,            0.025076,           0.0065011,            0.003235,            0.003235,            0.003235
                 207,            0.041158,            0.060704,           0.0055517,             0.73449,             0.49701,             0.55151,             0.22622,            0.046313,            0.024496,            0.006573,            0.003202,            0.003202,            0.003202
                 208,            0.041131,            0.061473,           0.0060621,             0.62734,             0.47385,             0.48688,             0.21078,            0.047232,            0.024428,           0.0080239,            0.003169,            0.003169,            0.003169
                 209,            0.041525,            0.060956,           0.0055891,             0.56338,             0.47633,             0.49942,             0.22205,            0.046058,            0.024631,           0.0059806,            0.003136,            0.003136,            0.003136
                 210,            0.041682,            0.063256,           0.0055999,             0.49381,             0.56802,             0.51724,             0.22758,             0.04552,            0.024646,           0.0057146,            0.003103,            0.003103,            0.003103
                 211,            0.041078,            0.060695,            0.005289,             0.60077,             0.48442,             0.52014,             0.23081,            0.045937,             0.02427,            0.006178,             0.00307,             0.00307,             0.00307
                 212,            0.041347,            0.062474,           0.0055721,             0.63218,             0.45497,             0.48879,             0.21509,            0.045559,            0.024643,           0.0074668,            0.003037,            0.003037,            0.003037
                 213,            0.041537,            0.063548,           0.0057243,             0.67348,             0.43056,             0.48237,             0.21456,             0.04509,            0.024806,           0.0076095,            0.003004,            0.003004,            0.003004
                 214,            0.041363,            0.062544,           0.0056967,             0.56844,             0.53079,              0.5311,             0.23159,            0.045768,            0.024968,           0.0073659,            0.002971,            0.002971,            0.002971
                 215,            0.041183,            0.061536,           0.0055588,             0.74947,             0.44853,             0.51502,             0.22505,            0.046053,            0.025041,           0.0083336,            0.002938,            0.002938,            0.002938
                 216,            0.041338,             0.06355,           0.0055747,             0.64604,             0.47922,             0.49388,             0.21767,            0.046386,            0.025066,           0.0084371,            0.002905,            0.002905,            0.002905
                 217,            0.041095,            0.060513,           0.0057726,             0.61008,             0.50748,             0.50545,             0.22134,            0.046373,            0.024738,           0.0093596,            0.002872,            0.002872,            0.002872
                 218,            0.041248,            0.061326,           0.0056536,             0.60051,             0.46211,             0.48716,             0.21175,            0.046205,            0.024964,           0.0089101,            0.002839,            0.002839,            0.002839
                 219,            0.041621,            0.061308,           0.0059797,             0.64184,             0.48709,                0.49,             0.20293,            0.046126,            0.024713,           0.0093803,            0.002806,            0.002806,            0.002806
                 220,            0.041101,            0.061734,           0.0060475,             0.61452,             0.45911,             0.47218,             0.20058,            0.046486,            0.025449,           0.0082733,            0.002773,            0.002773,            0.002773
                 221,            0.040529,            0.059044,           0.0058377,             0.68236,             0.44948,             0.52178,             0.22453,            0.045824,            0.024696,           0.0070973,             0.00274,             0.00274,             0.00274
                 222,            0.040901,            0.060263,           0.0055447,              0.6836,             0.46719,             0.52285,             0.21956,            0.046173,            0.024743,           0.0072187,            0.002707,            0.002707,            0.002707
                 223,            0.041285,            0.060886,           0.0056008,             0.58079,             0.52932,             0.53658,             0.22555,            0.046283,             0.02473,           0.0074537,            0.002674,            0.002674,            0.002674
                 224,            0.040265,            0.061172,           0.0055875,             0.62324,             0.51043,             0.53366,             0.23208,            0.045636,            0.024947,             0.00827,            0.002641,            0.002641,            0.002641
                 225,            0.040267,            0.061574,           0.0051042,             0.60559,             0.54039,             0.55684,             0.22608,            0.046028,            0.024714,           0.0072199,            0.002608,            0.002608,            0.002608
                 226,            0.040815,            0.059628,           0.0057174,             0.55897,             0.50538,             0.52214,             0.22463,             0.04609,            0.024957,            0.007312,            0.002575,            0.002575,            0.002575
                 227,            0.041579,            0.060381,           0.0059056,             0.64214,             0.47321,             0.51489,              0.2318,            0.046107,            0.025518,           0.0079709,            0.002542,            0.002542,            0.002542
                 228,            0.040365,            0.060612,           0.0051266,              0.7196,             0.50376,             0.55139,             0.23205,            0.045553,            0.025552,           0.0069744,            0.002509,            0.002509,            0.002509
                 229,            0.040783,            0.060581,            0.005436,             0.59706,             0.52366,             0.55823,             0.23957,            0.045314,             0.02505,           0.0069566,            0.002476,            0.002476,            0.002476
                 230,            0.040457,            0.060709,            0.005519,             0.67143,             0.51391,             0.57168,             0.24502,            0.045315,            0.025132,           0.0064947,            0.002443,            0.002443,            0.002443
                 231,            0.040416,             0.05888,           0.0054022,             0.66173,             0.54462,             0.58903,             0.24385,            0.045437,            0.024678,           0.0059795,             0.00241,             0.00241,             0.00241
                 232,            0.041306,            0.059792,           0.0061003,              0.6908,             0.53681,             0.59664,             0.24419,            0.045557,            0.024809,            0.006238,            0.002377,            0.002377,            0.002377
                 233,             0.04051,            0.060812,           0.0056567,             0.71485,             0.55144,             0.57043,             0.23286,            0.045881,            0.024969,           0.0068856,            0.002344,            0.002344,            0.002344
                 234,            0.040658,            0.061344,           0.0058577,             0.64962,              0.5065,             0.54772,             0.23515,            0.045549,             0.02499,           0.0061412,            0.002311,            0.002311,            0.002311
                 235,             0.04019,             0.05998,           0.0050978,             0.64647,             0.50796,             0.51311,             0.22582,            0.046003,            0.024579,           0.0063896,            0.002278,            0.002278,            0.002278
                 236,            0.040563,            0.062366,           0.0052497,             0.56901,             0.48346,             0.50345,             0.23066,            0.046016,            0.024748,           0.0062979,            0.002245,            0.002245,            0.002245
                 237,            0.040491,            0.060026,           0.0053525,              0.6714,             0.45413,             0.51973,              0.2247,            0.045923,            0.025167,             0.00579,            0.002212,            0.002212,            0.002212
                 238,            0.040464,            0.059544,               0.006,             0.76405,             0.41665,             0.53583,             0.23224,            0.046292,            0.025023,           0.0065176,            0.002179,            0.002179,            0.002179
                 239,            0.040221,            0.058431,           0.0056337,             0.59019,             0.52459,             0.53866,              0.2266,            0.045621,            0.024629,           0.0072915,            0.002146,            0.002146,            0.002146
                 240,             0.04016,            0.060783,           0.0051837,             0.44886,             0.57992,             0.48956,             0.22144,            0.045458,            0.024696,           0.0071512,            0.002113,            0.002113,            0.002113
                 241,             0.04062,             0.05999,           0.0056105,             0.48956,             0.59637,             0.51688,             0.21895,            0.046361,            0.025014,           0.0064003,             0.00208,             0.00208,             0.00208
                 242,            0.040315,            0.063081,           0.0048705,               0.546,             0.54293,             0.54003,             0.23103,            0.045905,            0.025161,           0.0060825,            0.002047,            0.002047,            0.002047
                 243,            0.040433,            0.059481,           0.0048725,             0.65649,              0.4322,             0.50534,             0.22176,            0.046252,            0.025338,           0.0067159,            0.002014,            0.002014,            0.002014
                 244,            0.040394,            0.060698,           0.0054898,             0.52756,             0.45654,             0.49433,             0.20903,            0.045934,            0.025448,            0.007297,            0.001981,            0.001981,            0.001981
                 245,            0.040492,            0.061031,            0.005418,             0.55067,             0.46878,             0.48629,             0.21365,            0.045765,            0.025462,           0.0076387,            0.001948,            0.001948,            0.001948
                 246,            0.040308,            0.059531,           0.0046837,             0.58588,             0.51772,             0.52607,             0.21041,            0.046026,             0.02478,           0.0076248,            0.001915,            0.001915,            0.001915
                 247,            0.039967,             0.05982,           0.0049756,             0.66459,             0.46809,             0.51343,             0.21682,             0.04581,            0.024885,           0.0073123,            0.001882,            0.001882,            0.001882
                 248,            0.040306,            0.059177,           0.0054583,             0.70805,             0.46057,             0.54837,             0.23498,            0.045596,            0.024928,           0.0071616,            0.001849,            0.001849,            0.001849
                 249,             0.04036,             0.05998,           0.0051077,             0.59781,              0.5512,             0.55251,             0.23338,            0.045536,            0.025061,           0.0067482,            0.001816,            0.001816,            0.001816
                 250,            0.040725,            0.058608,           0.0053903,             0.65113,             0.49877,             0.53153,             0.22748,             0.04604,            0.024812,           0.0075554,            0.001783,            0.001783,            0.001783
                 251,            0.040269,            0.061029,           0.0053651,             0.62254,             0.54321,             0.54332,             0.23175,            0.046044,            0.025036,           0.0076229,             0.00175,             0.00175,             0.00175
                 252,            0.039217,            0.057342,           0.0052655,             0.78037,             0.48999,             0.55324,             0.23668,            0.045598,            0.025349,           0.0062884,            0.001717,            0.001717,            0.001717
                 253,            0.039865,            0.058554,           0.0044477,             0.72338,             0.50086,             0.54899,             0.22945,            0.045458,            0.025624,           0.0061799,            0.001684,            0.001684,            0.001684
                 254,            0.039888,            0.059442,           0.0052249,             0.68069,             0.50443,             0.53578,             0.23121,            0.045917,            0.025143,           0.0061489,            0.001651,            0.001651,            0.001651
                 255,            0.039763,            0.058563,           0.0050893,             0.53465,             0.51346,             0.51263,             0.22095,            0.046355,            0.024845,           0.0073867,            0.001618,            0.001618,            0.001618
                 256,            0.040395,            0.057326,            0.005592,             0.81321,             0.48634,             0.55477,             0.21775,            0.046065,            0.025071,           0.0069409,            0.001585,            0.001585,            0.001585
                 257,            0.039836,            0.057675,            0.005197,             0.78733,             0.47671,             0.56888,             0.23366,            0.045654,            0.025407,           0.0060171,            0.001552,            0.001552,            0.001552
                 258,            0.039403,            0.058286,           0.0050983,             0.65992,             0.49122,             0.53391,             0.23383,            0.045861,            0.024955,           0.0066065,            0.001519,            0.001519,            0.001519
                 259,            0.040422,            0.059318,           0.0049491,              0.6986,             0.50981,             0.56991,             0.22687,            0.045757,            0.024937,           0.0060855,            0.001486,            0.001486,            0.001486
                 260,             0.03969,            0.058405,           0.0052157,             0.67055,             0.47455,             0.54867,             0.22477,            0.045903,            0.024981,           0.0054762,            0.001453,            0.001453,            0.001453
                 261,            0.040126,            0.060569,           0.0054182,             0.65015,             0.50801,             0.54653,             0.23798,            0.045855,            0.025267,           0.0061846,             0.00142,             0.00142,             0.00142
                 262,            0.040273,            0.059003,           0.0055509,             0.64879,             0.51194,             0.55118,              0.2395,            0.045766,            0.024758,           0.0060283,            0.001387,            0.001387,            0.001387
                 263,            0.039882,             0.05908,           0.0052807,             0.59624,             0.49126,             0.53444,             0.23529,            0.045991,            0.024806,           0.0062767,            0.001354,            0.001354,            0.001354
                 264,             0.03999,            0.057941,           0.0051266,             0.63447,             0.47804,             0.53888,             0.23784,            0.046024,            0.024973,           0.0061495,            0.001321,            0.001321,            0.001321
                 265,            0.039728,            0.060687,           0.0048938,             0.59773,             0.48994,             0.54702,             0.23088,            0.046061,            0.024992,           0.0060424,            0.001288,            0.001288,            0.001288
                 266,            0.039947,             0.06168,           0.0049088,             0.51895,             0.52488,             0.53269,             0.22294,            0.046022,            0.025115,           0.0061083,            0.001255,            0.001255,            0.001255
                 267,            0.039853,            0.059167,           0.0046968,             0.62387,             0.50492,             0.56715,             0.23029,            0.045967,              0.0248,           0.0061306,            0.001222,            0.001222,            0.001222
                 268,            0.039332,            0.056731,           0.0052781,             0.66541,             0.49982,             0.55061,             0.22676,            0.046133,            0.025085,           0.0060805,            0.001189,            0.001189,            0.001189
                 269,            0.039694,            0.060856,           0.0048277,             0.78995,             0.46738,              0.5476,             0.22478,            0.045741,            0.024672,           0.0064252,            0.001156,            0.001156,            0.001156
                 270,            0.039722,            0.061865,           0.0046058,             0.73474,             0.43345,             0.52929,             0.22271,            0.046196,            0.024844,           0.0067252,            0.001123,            0.001123,            0.001123
                 271,            0.039709,            0.059628,           0.0045679,             0.64975,             0.44879,              0.5137,             0.21563,            0.046234,            0.024817,           0.0070054,             0.00109,             0.00109,             0.00109
                 272,            0.039749,            0.060646,           0.0050733,              0.7029,             0.44278,             0.51831,             0.21378,            0.046303,            0.024776,           0.0073467,            0.001057,            0.001057,            0.001057
                 273,            0.039049,            0.059348,           0.0048379,             0.66988,             0.42647,              0.5173,             0.21706,            0.046197,            0.024966,           0.0070888,            0.001024,            0.001024,            0.001024
                 274,            0.039277,             0.05942,           0.0049864,             0.64279,             0.45525,             0.54086,             0.22404,            0.046366,            0.025027,           0.0062115,            0.000991,            0.000991,            0.000991
                 275,             0.03948,            0.058467,           0.0048725,             0.63429,             0.47349,             0.52633,             0.21682,            0.046314,            0.025149,           0.0063865,            0.000958,            0.000958,            0.000958
                 276,            0.040041,            0.060287,           0.0048775,             0.66049,             0.47327,             0.51615,             0.21862,             0.04631,            0.025179,           0.0067896,            0.000925,            0.000925,            0.000925
                 277,            0.039502,            0.058385,           0.0053046,             0.75065,             0.49367,             0.54696,             0.21923,             0.04643,            0.024864,           0.0066397,            0.000892,            0.000892,            0.000892
                 278,            0.039086,            0.059741,           0.0046131,             0.66276,             0.47946,             0.52563,             0.21562,            0.046738,            0.024829,           0.0065938,            0.000859,            0.000859,            0.000859
                 279,            0.039167,            0.060094,           0.0048426,             0.67189,             0.43675,             0.51006,             0.22258,            0.046346,             0.02479,           0.0070044,            0.000826,            0.000826,            0.000826
                 280,            0.039032,            0.058828,           0.0049968,             0.61738,             0.50985,             0.53555,             0.22973,            0.046115,             0.02474,           0.0068618,            0.000793,            0.000793,            0.000793
                 281,            0.039577,            0.057667,           0.0050517,             0.60213,             0.53282,             0.54056,             0.23025,            0.046336,            0.024954,           0.0066898,             0.00076,             0.00076,             0.00076
                 282,            0.039221,            0.058387,           0.0049674,             0.59434,             0.49779,             0.52062,             0.22639,            0.046528,            0.025214,           0.0068723,            0.000727,            0.000727,            0.000727
                 283,            0.039444,             0.05828,           0.0051726,             0.56347,             0.51175,             0.51652,             0.23353,            0.046453,            0.025392,           0.0071937,            0.000694,            0.000694,            0.000694
                 284,            0.039108,            0.058889,           0.0044422,             0.60853,             0.49951,             0.52807,             0.23305,            0.046702,            0.025055,           0.0071151,            0.000661,            0.000661,            0.000661
                 285,            0.039407,            0.059699,           0.0047029,             0.65248,             0.50087,             0.52461,             0.22943,            0.046421,             0.02494,           0.0070176,            0.000628,            0.000628,            0.000628
                 286,            0.039804,            0.058287,           0.0048744,             0.59836,             0.52284,             0.52628,             0.23268,            0.046668,            0.024949,           0.0066722,            0.000595,            0.000595,            0.000595
                 287,            0.039287,            0.058843,           0.0049825,             0.69116,             0.48994,             0.51749,             0.22208,            0.046875,            0.025002,           0.0073552,            0.000562,            0.000562,            0.000562
                 288,            0.039518,            0.058123,           0.0047511,             0.61883,             0.50687,             0.52268,             0.22728,            0.046643,            0.024719,           0.0070668,            0.000529,            0.000529,            0.000529
                 289,             0.03921,            0.058235,           0.0047435,             0.68227,             0.50885,             0.54186,             0.22956,            0.046449,            0.024747,           0.0070669,            0.000496,            0.000496,            0.000496
                 290,            0.040098,            0.058112,            0.005147,             0.69688,             0.49812,             0.55499,             0.23706,            0.046348,            0.024832,           0.0065949,            0.000463,            0.000463,            0.000463
                 291,            0.039549,            0.059211,            0.005044,             0.70091,             0.49496,             0.54586,             0.23761,            0.046444,            0.024913,           0.0067291,             0.00043,             0.00043,             0.00043
                 292,            0.039379,            0.056684,           0.0047538,             0.70592,             0.49868,             0.55368,             0.24024,            0.046607,            0.024865,           0.0065346,            0.000397,            0.000397,            0.000397
                 293,            0.039352,            0.055951,           0.0048046,             0.72538,             0.48771,             0.54245,             0.24239,            0.046377,            0.024907,           0.0069171,            0.000364,            0.000364,            0.000364
                 294,            0.040117,            0.061244,           0.0049043,             0.70621,             0.47524,              0.5441,             0.23311,            0.046692,            0.024824,            0.006633,            0.000331,            0.000331,            0.000331
                 295,            0.039455,            0.056907,           0.0045799,             0.71757,             0.48486,             0.54833,             0.23911,            0.046517,            0.024831,           0.0063682,            0.000298,            0.000298,            0.000298
                 296,            0.039283,            0.058307,           0.0045588,             0.66488,             0.50492,             0.54195,             0.24294,             0.04648,             0.02467,           0.0066133,            0.000265,            0.000265,            0.000265
                 297,            0.038896,            0.057366,           0.0044591,             0.59146,             0.51258,             0.53962,             0.23444,            0.046552,            0.024762,           0.0064932,            0.000232,            0.000232,            0.000232
                 298,            0.038988,            0.056498,            0.004794,             0.69057,             0.49664,             0.54043,             0.23837,            0.046486,            0.024951,           0.0068805,            0.000199,            0.000199,            0.000199
                 299,            0.039053,            0.060683,           0.0046004,             0.70457,             0.49956,              0.5454,             0.23841,            0.046462,             0.02483,           0.0068943,            0.000166,            0.000166,            0.000166
